date,weekday,TFT1_Comdty_PX-LAST-CHF,imputed,TFT1_Comdty_start
2015-06-22,Monday,14.08274,imputed from 93,
2015-06-23,Tuesday,14.29769,,
2015-06-24,Wednesday,14.30124,,
2015-06-25,Thursday,14.29028,,
2015-06-26,Friday,14.26345,,start
2015-06-27,Saturday,14.26345,imputed from 98,
2015-06-28,Sunday,14.26345,imputed from 99,
2015-06-29,Monday,14.09094,,
2015-06-30,Tuesday,14.29694,,
2015-07-01,Wednesday,14.4499,,
2015-07-02,Thursday,14.41285,,
2015-07-03,Friday,14.46705,,start
2015-07-04,Saturday,14.46705,imputed from 105,
2015-07-05,Sunday,14.46705,imputed from 106,
2015-07-06,Monday,14.55214,,
2015-07-07,Tuesday,14.71111,,
2015-07-08,Wednesday,14.60273,,
2015-07-09,Thursday,14.69189,,
2015-07-10,Friday,14.53361,,start
2015-07-11,Saturday,14.53361,imputed from 112,
2015-07-12,Sunday,14.53361,imputed from 113,
2015-07-13,Monday,14.6246,,
2015-07-14,Tuesday,14.56891,,
2015-07-15,Wednesday,14.63355,,
2015-07-16,Thursday,14.7692,,
2015-07-17,Friday,14.81222,,start
2015-07-18,Saturday,14.81222,imputed from 119,
2015-07-19,Sunday,14.81222,imputed from 120,
2015-07-20,Monday,14.85214,,
2015-07-21,Tuesday,14.73506,,
2015-07-22,Wednesday,14.80652,,
2015-07-23,Thursday,14.764,,
2015-07-24,Friday,14.86511,,start
2015-07-25,Saturday,14.86511,imputed from 126,
2015-07-26,Sunday,14.86511,imputed from 127,
2015-07-27,Monday,14.84111,,
2015-07-28,Tuesday,14.90378,,
2015-07-29,Wednesday,14.90868,,
2015-07-30,Thursday,15.00444,,
2015-07-31,Friday,14.86259,,start
2015-08-01,Saturday,14.86259,imputed from 133,
2015-08-02,Sunday,14.86259,imputed from 134,
2015-08-03,Monday,14.9059,,
2015-08-04,Tuesday,14.99106,,
2015-08-05,Wednesday,15.10221,,
2015-08-06,Thursday,15.11545,,
2015-08-07,Friday,15.15536,,start
2015-08-08,Saturday,15.15536,imputed from 140,
2015-08-09,Sunday,15.15536,imputed from 141,
2015-08-10,Monday,15.13763,,
2015-08-11,Tuesday,14.89461,,
2015-08-12,Wednesday,14.48535,,
2015-08-13,Thursday,14.5618,,
2015-08-14,Friday,14.5659,,start
2015-08-15,Saturday,14.5659,imputed from 147,
2015-08-16,Sunday,14.5659,imputed from 148,
2015-08-17,Monday,14.52712,,
2015-08-18,Tuesday,14.57517,,
2015-08-19,Wednesday,14.46077,,
2015-08-20,Thursday,14.37524,,
2015-08-21,Friday,14.16258,,start
2015-08-22,Saturday,14.16258,imputed from 154,
2015-08-23,Sunday,14.16258,imputed from 155,
2015-08-24,Monday,14.02886,,
2015-08-25,Tuesday,14.18294,,
2015-08-26,Wednesday,14.25035,,
2015-08-27,Thursday,14.56961,,
2015-08-28,Friday,14.5769,,start
2015-08-29,Saturday,14.5769,imputed from 161,
2015-08-30,Sunday,14.5769,imputed from 162,
2015-08-31,Monday,14.65847,,
2015-09-01,Tuesday,14.64691,,
2015-09-02,Wednesday,14.72424,,
2015-09-03,Thursday,14.72424,imputed from 166,
2015-09-04,Friday,14.72424,imputed from 166,start
2015-09-05,Saturday,14.72424,imputed from 168,
2015-09-06,Sunday,14.72424,imputed from 169,
2015-09-07,Monday,14.77614,,
2015-09-08,Tuesday,14.83421,,
2015-09-09,Wednesday,14.75055,,
2015-09-10,Thursday,14.70337,,
2015-09-11,Friday,14.71345,,start
2015-09-12,Saturday,14.71345,imputed from 175,
2015-09-13,Sunday,14.71345,imputed from 176,
2015-09-14,Monday,14.64413,,
2015-09-15,Tuesday,14.77377,,
2015-09-16,Wednesday,14.66023,,
2015-09-17,Thursday,14.70466,,
2015-09-18,Friday,14.56638,,start
2015-09-19,Saturday,14.56638,imputed from 182,
2015-09-20,Sunday,14.56638,imputed from 183,
2015-09-21,Monday,14.66444,,
2015-09-22,Tuesday,14.69021,,
2015-09-23,Wednesday,14.75303,,
2015-09-24,Thursday,14.71967,,
2015-09-25,Friday,14.84261,,start
2015-09-26,Saturday,14.84261,imputed from 189,
2015-09-27,Sunday,14.84261,imputed from 190,
2015-09-28,Monday,14.81689,,
2015-09-29,Tuesday,14.84222,,
2015-09-30,Wednesday,14.912,,
2015-10-01,Thursday,14.912,imputed from 194,
2015-10-02,Friday,14.912,imputed from 194,start
2015-10-03,Saturday,14.912,imputed from 196,
2015-10-04,Sunday,14.912,imputed from 197,
2015-10-05,Monday,14.912,imputed from 198,
2015-10-06,Tuesday,14.912,imputed from 199,
2015-10-07,Wednesday,14.912,imputed from 200,
2015-10-08,Thursday,14.7949,,
2015-10-09,Friday,14.83278,,start
2015-10-10,Saturday,14.83278,imputed from 203,
2015-10-11,Sunday,14.83278,imputed from 204,
2015-10-12,Monday,14.91721,,
2015-10-13,Tuesday,14.89001,,
2015-10-14,Wednesday,14.7886,,
2015-10-15,Thursday,14.75837,,
2015-10-16,Friday,14.67956,,start
2015-10-17,Saturday,14.67956,imputed from 210,
2015-10-18,Sunday,14.67956,imputed from 211,
2015-10-19,Monday,14.75894,,
2015-10-20,Tuesday,14.89159,,
2015-10-21,Wednesday,14.91187,,
2015-10-22,Thursday,15.1344,,
2015-10-23,Friday,15.29891,,start
2015-10-24,Saturday,15.29891,imputed from 217,
2015-10-25,Sunday,15.29891,imputed from 218,
2015-10-26,Monday,15.34678,,
2015-10-27,Tuesday,15.483,,
2015-10-28,Wednesday,15.38793,,
2015-10-29,Thursday,15.41466,,
2015-10-30,Friday,15.44121,,start
2015-10-31,Saturday,15.44121,imputed from 224,
2015-11-01,Sunday,15.44121,imputed from 225,
2015-11-02,Monday,15.37705,,
2015-11-03,Tuesday,15.43055,,
2015-11-04,Wednesday,15.43231,,
2015-11-05,Thursday,15.49395,,
2015-11-06,Friday,15.55722,,start
2015-11-07,Saturday,15.55722,imputed from 231,
2015-11-08,Sunday,15.55722,imputed from 232,
2015-11-09,Monday,15.34909,,
2015-11-10,Tuesday,15.45686,,
2015-11-11,Wednesday,15.47977,,
2015-11-12,Thursday,15.40522,,
2015-11-13,Friday,15.50988,,start
2015-11-14,Saturday,15.50988,imputed from 238,
2015-11-15,Sunday,15.50988,imputed from 239,
2015-11-16,Monday,15.56152,,
2015-11-17,Tuesday,15.67027,,
2015-11-18,Wednesday,15.64721,,
2015-11-19,Thursday,15.62782,,
2015-11-20,Friday,15.74362,,start
2015-11-21,Saturday,15.74362,imputed from 245,
2015-11-22,Sunday,15.74362,imputed from 246,
2015-11-23,Monday,15.69481,,
2015-11-24,Tuesday,15.7149,,
2015-11-25,Wednesday,15.8146,,
2015-11-26,Thursday,15.88987,,
2015-11-27,Friday,15.95824,,start
2015-11-28,Saturday,15.95824,imputed from 252,
2015-11-29,Sunday,15.95824,imputed from 253,
2015-11-30,Monday,15.90622,,
2015-12-01,Tuesday,15.88369,,
2015-12-02,Wednesday,15.80897,,
2015-12-03,Thursday,15.47017,,
2015-12-04,Friday,15.46779,,start
2015-12-05,Saturday,15.46779,imputed from 259,
2015-12-06,Sunday,15.46779,imputed from 260,
2015-12-07,Monday,15.46309,,
2015-12-08,Tuesday,15.3384,,
2015-12-09,Wednesday,15.19934,,
2015-12-10,Thursday,15.22661,,
2015-12-11,Friday,15.10807,,start
2015-12-12,Saturday,15.10807,imputed from 266,
2015-12-13,Sunday,15.10807,imputed from 267,
2015-12-14,Monday,15.06776,,
2015-12-15,Tuesday,15.20909,,
2015-12-16,Wednesday,15.10372,,
2015-12-17,Thursday,15.24056,,
2015-12-18,Friday,15.27923,,start
2015-12-19,Saturday,15.27923,imputed from 273,
2015-12-20,Sunday,15.27923,imputed from 274,
2015-12-21,Monday,15.28231,,
2015-12-22,Tuesday,15.20361,,
2015-12-23,Wednesday,15.34022,,
2015-12-24,Thursday,15.28385,,
2015-12-25,Friday,15.32671,,start
2015-12-26,Saturday,15.32671,imputed from 280,
2015-12-27,Sunday,15.32671,imputed from 281,
2015-12-28,Monday,15.29921,,
2015-12-29,Tuesday,15.3475,,
2015-12-30,Wednesday,15.27622,,
2015-12-31,Thursday,15.41811,,
2016-01-01,Friday,15.41811,imputed from 286,start
2016-01-02,Saturday,15.41811,imputed from 287,
2016-01-03,Sunday,15.41811,imputed from 288,
2016-01-04,Monday,15.34912,,
2016-01-05,Tuesday,15.41635,,
2016-01-06,Wednesday,15.42064,,
2016-01-07,Thursday,15.15636,,
2016-01-08,Friday,15.15646,,start
2016-01-09,Saturday,15.15646,imputed from 294,
2016-01-10,Sunday,15.15646,imputed from 295,
2016-01-11,Monday,15.24771,,
2016-01-12,Tuesday,15.36606,,
2016-01-13,Wednesday,15.431,,
2016-01-14,Thursday,15.32517,,
2016-01-15,Friday,15.29108,,start
2016-01-16,Saturday,15.29108,imputed from 301,
2016-01-17,Sunday,15.29108,imputed from 302,
2016-01-18,Monday,15.32498,,
2016-01-19,Tuesday,15.24177,,
2016-01-20,Wednesday,15.24531,,
2016-01-21,Thursday,15.41838,,
2016-01-22,Friday,15.48038,,start
2016-01-23,Saturday,15.48038,imputed from 308,
2016-01-24,Sunday,15.48038,imputed from 309,
2016-01-25,Monday,15.41938,,
2016-01-26,Tuesday,15.47405,,
2016-01-27,Wednesday,15.43016,,
2016-01-28,Thursday,15.41066,,
2016-01-29,Friday,15.60176,,start
2016-01-30,Saturday,15.60176,imputed from 315,
2016-01-31,Sunday,15.60176,imputed from 316,
2016-02-01,Monday,15.54726,,
2016-02-02,Tuesday,15.47439,,
2016-02-03,Wednesday,15.29475,,
2016-02-04,Thursday,15.19709,,
2016-02-05,Friday,15.14673,,start
2016-02-06,Saturday,15.14673,imputed from 322,
2016-02-07,Sunday,15.14673,imputed from 323,
2016-02-08,Monday,15.14673,imputed from 324,
2016-02-09,Tuesday,15.14673,imputed from 325,
2016-02-10,Wednesday,15.14673,imputed from 326,
2016-02-11,Thursday,15.14673,imputed from 327,
2016-02-12,Friday,15.14673,imputed from 322,start
2016-02-13,Saturday,15.14673,imputed from 329,
2016-02-14,Sunday,15.14673,imputed from 330,
2016-02-15,Monday,15.29574,,
2016-02-16,Tuesday,15.22691,,
2016-02-17,Wednesday,15.26448,,
2016-02-18,Thursday,15.318,,
2016-02-19,Friday,15.25191,,start
2016-02-20,Saturday,15.25191,imputed from 336,
2016-02-21,Sunday,15.25191,imputed from 337,
2016-02-22,Monday,15.37808,,
2016-02-23,Tuesday,15.24162,,
2016-02-24,Wednesday,15.1636,,
2016-02-25,Thursday,15.19926,,
2016-02-26,Friday,15.35436,,start
2016-02-27,Saturday,15.35436,imputed from 343,
2016-02-28,Sunday,15.35436,imputed from 344,
2016-02-29,Monday,15.11855,,
2016-03-01,Tuesday,15.15853,,
2016-03-02,Wednesday,15.0912,,
2016-03-03,Thursday,15.01974,,
2016-03-04,Friday,15.121,,start
2016-03-05,Saturday,15.121,imputed from 350,
2016-03-06,Sunday,15.121,imputed from 351,
2016-03-07,Monday,15.07017,,
2016-03-08,Tuesday,15.12121,,
2016-03-09,Wednesday,15.14346,,
2016-03-10,Thursday,15.01026,,
2016-03-11,Friday,15.10005,,start
2016-03-12,Saturday,15.10005,imputed from 357,
2016-03-13,Sunday,15.10005,imputed from 358,
2016-03-14,Monday,15.13153,,
2016-03-15,Tuesday,15.10286,,
2016-03-16,Wednesday,15.13888,,
2016-03-17,Thursday,14.88942,,
2016-03-18,Friday,14.91054,,start
2016-03-19,Saturday,14.91054,imputed from 364,
2016-03-20,Sunday,14.91054,imputed from 365,
2016-03-21,Monday,14.88159,,
2016-03-22,Tuesday,14.92903,,
2016-03-23,Wednesday,14.94491,,
2016-03-24,Thursday,14.94061,,
2016-03-25,Friday,14.96365,,start
2016-03-26,Saturday,14.96365,imputed from 371,
2016-03-27,Sunday,14.96365,imputed from 372,
2016-03-28,Monday,14.95199,,
2016-03-29,Tuesday,14.87871,,
2016-03-30,Wednesday,14.88418,,
2016-03-31,Thursday,14.83073,,
2016-04-01,Friday,14.76866,,start
2016-04-02,Saturday,14.76866,imputed from 378,
2016-04-03,Sunday,14.76866,imputed from 379,
2016-04-04,Monday,14.76866,imputed from 380,
2016-04-05,Tuesday,14.69511,,
2016-04-06,Wednesday,14.67967,,
2016-04-07,Thursday,14.70478,,
2016-04-08,Friday,14.70347,,start
2016-04-09,Saturday,14.70347,imputed from 385,
2016-04-10,Sunday,14.70347,imputed from 386,
2016-04-11,Monday,14.7269,,
2016-04-12,Tuesday,14.74985,,
2016-04-13,Wednesday,14.82933,,
2016-04-14,Thursday,14.8039,,
2016-04-15,Friday,14.83637,,start
2016-04-16,Saturday,14.83637,imputed from 392,
2016-04-17,Sunday,14.83637,imputed from 393,
2016-04-18,Monday,14.79862,,
2016-04-19,Tuesday,14.80754,,
2016-04-20,Wednesday,14.87,,
2016-04-21,Thursday,14.89483,,
2016-04-22,Friday,14.95518,,start
2016-04-23,Saturday,14.95518,imputed from 399,
2016-04-24,Sunday,14.95518,imputed from 400,
2016-04-25,Monday,14.88155,,
2016-04-26,Tuesday,14.90766,,
2016-04-27,Wednesday,14.84136,,
2016-04-28,Thursday,14.88513,,
2016-04-29,Friday,14.74797,,start
2016-04-30,Saturday,14.74797,imputed from 406,
2016-05-01,Sunday,14.74797,imputed from 407,
2016-05-02,Monday,14.74797,imputed from 408,
2016-05-03,Tuesday,14.63473,,
2016-05-04,Wednesday,14.70488,,
2016-05-05,Thursday,14.86064,,
2016-05-06,Friday,14.88682,,start
2016-05-07,Saturday,14.88682,imputed from 413,
2016-05-08,Sunday,14.88682,imputed from 414,
2016-05-09,Monday,14.9235,,
2016-05-10,Tuesday,14.99751,,
2016-05-11,Wednesday,15.00192,,
2016-05-12,Thursday,14.94263,,
2016-05-13,Friday,15.01178,,start
2016-05-14,Saturday,15.01178,imputed from 420,
2016-05-15,Sunday,15.01178,imputed from 421,
2016-05-16,Monday,15.03682,,
2016-05-17,Tuesday,15.01836,,
2016-05-18,Wednesday,15.01611,,
2016-05-19,Thursday,15.12393,,
2016-05-20,Friday,15.14316,,start
2016-05-21,Saturday,15.14316,imputed from 427,
2016-05-22,Sunday,15.14316,imputed from 428,
2016-05-23,Monday,15.09989,,
2016-05-24,Tuesday,15.1612,,
2016-05-25,Wednesday,15.1347,,
2016-05-26,Thursday,15.11726,,
2016-05-27,Friday,15.09849,,start
2016-05-28,Saturday,15.09849,imputed from 434,
2016-05-29,Sunday,15.09849,imputed from 435,
2016-05-30,Monday,15.07573,,
2016-05-31,Tuesday,14.95127,,
2016-06-01,Wednesday,14.90027,,
2016-06-02,Thursday,14.88875,,
2016-06-03,Friday,14.76852,,start
2016-06-04,Saturday,14.76852,imputed from 441,
2016-06-05,Sunday,14.76852,imputed from 442,
2016-06-06,Monday,14.63191,,
2016-06-07,Tuesday,14.56445,,
2016-06-08,Wednesday,14.4541,,
2016-06-09,Thursday,14.4541,imputed from 446,
2016-06-10,Friday,14.4541,imputed from 446,start
2016-06-11,Saturday,14.4541,imputed from 448,
2016-06-12,Sunday,14.4541,imputed from 449,
2016-06-13,Monday,14.53488,,
2016-06-14,Tuesday,14.52181,,
2016-06-15,Wednesday,14.58909,,
2016-06-16,Thursday,14.63753,,
2016-06-17,Friday,14.53952,,start
2016-06-18,Saturday,14.53952,imputed from 455,
2016-06-19,Sunday,14.53952,imputed from 456,
2016-06-20,Monday,14.58723,,
2016-06-21,Tuesday,14.56743,,
2016-06-22,Wednesday,14.55974,,
2016-06-23,Thursday,14.58088,,
2016-06-24,Friday,14.66597,,start
2016-06-25,Saturday,14.66597,imputed from 462,
2016-06-26,Sunday,14.66597,imputed from 463,
2016-06-27,Monday,14.7697,,
2016-06-28,Tuesday,14.78277,,
2016-06-29,Wednesday,14.79699,,
2016-06-30,Thursday,14.73873,,
2016-07-01,Friday,14.71795,,start
2016-07-02,Saturday,14.71795,imputed from 469,
2016-07-03,Sunday,14.71795,imputed from 470,
2016-07-04,Monday,14.6191,,
2016-07-05,Tuesday,14.65225,,
2016-07-06,Wednesday,14.6599,,
2016-07-07,Thursday,14.73189,,
2016-07-08,Friday,14.79995,,start
2016-07-09,Saturday,14.79995,imputed from 476,
2016-07-10,Sunday,14.79995,imputed from 477,
2016-07-11,Monday,14.7471,,
2016-07-12,Tuesday,14.78471,,
2016-07-13,Wednesday,14.7373,,
2016-07-14,Thursday,14.71927,,
2016-07-15,Friday,14.78425,,start
2016-07-16,Saturday,14.78425,imputed from 483,
2016-07-17,Sunday,14.78425,imputed from 484,
2016-07-18,Monday,14.73721,,
2016-07-19,Tuesday,14.80499,,
2016-07-20,Wednesday,14.91511,,
2016-07-21,Thursday,14.91949,,
2016-07-22,Friday,14.94763,,start
2016-07-23,Saturday,14.94763,imputed from 490,
2016-07-24,Sunday,14.94763,imputed from 491,
2016-07-25,Monday,14.88142,,
2016-07-26,Tuesday,15.02249,,
2016-07-27,Wednesday,15.02397,,
2016-07-28,Thursday,14.9022,,
2016-07-29,Friday,14.76741,,start
2016-07-30,Saturday,14.76741,imputed from 497,
2016-07-31,Sunday,14.76741,imputed from 498,
2016-08-01,Monday,14.70753,,
2016-08-02,Tuesday,14.71635,,
2016-08-03,Wednesday,14.82183,,
2016-08-04,Thursday,14.84328,,
2016-08-05,Friday,14.93286,,start
2016-08-06,Saturday,14.93286,imputed from 504,
2016-08-07,Sunday,14.93286,imputed from 505,
2016-08-08,Monday,14.97653,,
2016-08-09,Tuesday,15.00244,,
2016-08-10,Wednesday,14.95663,,
2016-08-11,Thursday,14.9301,,
2016-08-12,Friday,14.96723,,start
2016-08-13,Saturday,14.96723,imputed from 511,
2016-08-14,Sunday,14.96723,imputed from 512,
2016-08-15,Monday,14.96681,,
2016-08-16,Tuesday,14.81348,,
2016-08-17,Wednesday,14.79483,,
2016-08-18,Thursday,14.71242,,
2016-08-19,Friday,14.67893,,start
2016-08-20,Saturday,14.67893,imputed from 518,
2016-08-21,Sunday,14.67893,imputed from 519,
2016-08-22,Monday,14.71334,,
2016-08-23,Tuesday,14.69831,,
2016-08-24,Wednesday,14.72233,,
2016-08-25,Thursday,14.74534,,
2016-08-26,Friday,14.82759,,start
2016-08-27,Saturday,14.82759,imputed from 525,
2016-08-28,Sunday,14.82759,imputed from 526,
2016-08-29,Monday,14.87801,,
2016-08-30,Tuesday,14.88834,,
2016-08-31,Wednesday,14.81179,,
2016-09-01,Thursday,14.79252,,
2016-09-02,Friday,14.78181,,start
2016-09-03,Saturday,14.78181,imputed from 532,
2016-09-04,Sunday,14.78181,imputed from 533,
2016-09-05,Monday,14.78396,,
2016-09-06,Tuesday,14.6225,,
2016-09-07,Wednesday,14.64775,,
2016-09-08,Thursday,14.70662,,
2016-09-09,Friday,14.7222,,start
2016-09-10,Saturday,14.7222,imputed from 539,
2016-09-11,Sunday,14.7222,imputed from 540,
2016-09-12,Monday,14.6439,,
2016-09-13,Tuesday,14.72216,,
2016-09-14,Wednesday,14.72353,,
2016-09-15,Thursday,14.72353,imputed from 544,
2016-09-16,Friday,14.72353,imputed from 544,start
2016-09-17,Saturday,14.72353,imputed from 546,
2016-09-18,Sunday,14.72353,imputed from 547,
2016-09-19,Monday,14.84884,,
2016-09-20,Tuesday,14.83384,,
2016-09-21,Wednesday,14.79985,,
2016-09-22,Thursday,14.67634,,
2016-09-23,Friday,14.70936,,start
2016-09-24,Saturday,14.70936,imputed from 553,
2016-09-25,Sunday,14.70936,imputed from 554,
2016-09-26,Monday,14.72402,,
2016-09-27,Tuesday,14.73702,,
2016-09-28,Wednesday,14.7317,,
2016-09-29,Thursday,14.67174,,
2016-09-30,Friday,14.75577,,start
2016-10-01,Saturday,14.75577,imputed from 560,
2016-10-02,Sunday,14.75577,imputed from 561,
2016-10-03,Monday,14.75577,imputed from 562,
2016-10-04,Tuesday,14.75577,imputed from 563,
2016-10-05,Wednesday,14.75577,imputed from 564,
2016-10-06,Thursday,14.75577,imputed from 565,
2016-10-07,Friday,14.75577,imputed from 560,start
2016-10-08,Saturday,14.75577,imputed from 567,
2016-10-09,Sunday,14.75577,imputed from 568,
2016-10-10,Monday,14.88571,,
2016-10-11,Tuesday,14.91148,,
2016-10-12,Wednesday,14.8873,,
2016-10-13,Thursday,14.88306,,
2016-10-14,Friday,14.92853,,start
2016-10-15,Saturday,14.92853,imputed from 574,
2016-10-16,Sunday,14.92853,imputed from 575,
2016-10-17,Monday,14.88526,,
2016-10-18,Tuesday,14.91197,,
2016-10-19,Wednesday,14.94483,,
2016-10-20,Thursday,14.98375,,
2016-10-21,Friday,14.99603,,start
2016-10-22,Saturday,14.99603,imputed from 581,
2016-10-23,Sunday,14.99603,imputed from 582,
2016-10-24,Monday,14.91981,,
2016-10-25,Tuesday,14.90099,,
2016-10-26,Wednesday,14.85576,,
2016-10-27,Thursday,14.87351,,
2016-10-28,Friday,14.86726,,start
2016-10-29,Saturday,14.86726,imputed from 588,
2016-10-30,Sunday,14.86726,imputed from 589,
2016-10-31,Monday,14.81285,,
2016-11-01,Tuesday,14.61991,,
2016-11-02,Wednesday,14.60238,,
2016-11-03,Thursday,14.63152,,
2016-11-04,Friday,14.57639,,start
2016-11-05,Saturday,14.57639,imputed from 595,
2016-11-06,Sunday,14.57639,imputed from 596,
2016-11-07,Monday,14.55665,,
2016-11-08,Tuesday,14.57064,,
2016-11-09,Wednesday,14.63363,,
2016-11-10,Thursday,14.63232,,
2016-11-11,Friday,14.63387,,start
2016-11-12,Saturday,14.63387,imputed from 602,
2016-11-13,Sunday,14.63387,imputed from 603,
2016-11-14,Monday,14.68801,,
2016-11-15,Tuesday,14.71783,,
2016-11-16,Wednesday,14.68152,,
2016-11-17,Thursday,14.71028,,
2016-11-18,Friday,14.74266,,start
2016-11-19,Saturday,14.74266,imputed from 609,
2016-11-20,Sunday,14.74266,imputed from 610,
2016-11-21,Monday,14.73656,,
2016-11-22,Tuesday,14.74971,,
2016-11-23,Wednesday,14.82237,,
2016-11-24,Thursday,14.80709,,
2016-11-25,Friday,14.75931,,start
2016-11-26,Saturday,14.75931,imputed from 616,
2016-11-27,Sunday,14.75931,imputed from 617,
2016-11-28,Monday,14.79824,,
2016-11-29,Tuesday,14.72901,,
2016-11-30,Wednesday,14.58518,,
2016-12-01,Thursday,14.45744,,
2016-12-02,Friday,14.42414,,start
2016-12-03,Saturday,14.42414,imputed from 623,
2016-12-04,Sunday,14.42414,imputed from 624,
2016-12-05,Monday,14.38828,,
2016-12-06,Tuesday,14.34113,,
2016-12-07,Wednesday,14.30415,,
2016-12-08,Thursday,14.37665,,
2016-12-09,Friday,14.40128,,start
2016-12-10,Saturday,14.40128,imputed from 630,
2016-12-11,Sunday,14.40128,imputed from 631,
2016-12-12,Monday,14.2281,,
2016-12-13,Tuesday,14.17748,,
2016-12-14,Wednesday,14.14184,,
2016-12-15,Thursday,14.07297,,
2016-12-16,Friday,14.09372,,start
2016-12-17,Saturday,14.09372,imputed from 637,
2016-12-18,Sunday,14.09372,imputed from 638,
2016-12-19,Monday,13.90618,,
2016-12-20,Tuesday,14.02919,,
2016-12-21,Wednesday,14.21741,,
2016-12-22,Thursday,14.28685,,
2016-12-23,Friday,14.29095,,start
2016-12-24,Saturday,14.29095,imputed from 644,
2016-12-25,Sunday,14.29095,imputed from 645,
2016-12-26,Monday,14.28912,,
2016-12-27,Tuesday,14.21944,,
2016-12-28,Wednesday,14.26137,,
2016-12-29,Thursday,14.37459,,
2016-12-30,Friday,14.26633,,start
2016-12-31,Saturday,14.26633,imputed from 651,
2017-01-01,Sunday,14.26633,imputed from 652,
2017-01-02,Monday,14.26633,imputed from 653,
2017-01-03,Tuesday,14.36143,,
2017-01-04,Wednesday,14.38551,,
2017-01-05,Thursday,14.30082,,
2017-01-06,Friday,14.25388,,start
